Date,Open,High,Low,Close,Volume,atr,sma-5,sma-10,sma-20,sma-50,sma-100,rsi,macd,signal_macd,stoch_oscillator
3/21/2002,115.3000031,115.9000015,114.1200027,115.2900009,25846800,1.6705344980797914,116.25999907999999,116.46199876,114.892499165,113.18499969,113.541500013,52.904914013641395,1.0760883772339582,1.1276061986618464,63.470111723233856
3/22/2002,115.5,115.9400024,114.6999969,115.0400009,15235400,1.6313952099043503,115.93799896,116.26699905999999,115.16249924000002,113.17439971399999,113.588700025,51.77102846629487,0.9390430324625498,1.0898935654143047,40.4330674466216
3/25/2002,115.0899963,115.3600006,113.3000031,113.6100006,17499600,1.670359315421579,115.32599944,115.90399933,115.270499425,113.12499969000001,113.650300062,45.73314068121318,0.7069023715345679,1.0132953266258746,23.22196135118858
3/26/2002,113.5199966,115.0199966,113.4700012,114.2699966,19947600,1.659417074668769,114.68999938000002,115.61399916999999,115.42299919500002,113.111599574,113.731399991,48.706519684863245,0.5696164450852024,0.9245595503061717,17.388161809677857
3/27/2002,114.0299988,115.0100021,113.7600021,114.5699997,19020300,1.6221971345902146,114.55599973999999,115.46699905,115.56899910499999,113.11859954399999,113.81909995699999,50.04635640481993,0.47949560787849066,0.8355467618113518,18.47817744168495
3/28/2002,114.9700012,115.7699966,114.5,114.5199966,17532900,1.5901787430579835,114.40199888,115.33099898,115.73749886,113.10599944599998,113.879199902,49.81280280898666,0.399435107739734,0.7483244309897508,25.072353648354873
4/1/2002,114.2300034,115.0999985,113.5,114.5699997,17711000,1.5910714523182288,114.30799864000001,115.1229988,115.77899895,113.14099944600001,113.93239989900002,50.0637686079366,0.3361463647699168,0.6658888177402815,27.577932973272926
4/2/2002,113.9800034,114.9499969,113.7699966,113.9400024,15669500,1.55370119215271,114.373999,114.84999922,115.68849906999999,113.14639953,113.96499992,46.8827849203443,0.23247619758804206,0.5792062937052048,23.17986103602757
4/3/2002,114.0100021,114.2099991,112.1600037,113.1399994,25658500,1.5988190179830308,114.14799955999999,114.41899946999999,115.57649917500001,113.14619948800001,113.972399899,43.13475658229554,0.08478824543847452,0.48032268404763456,20.19354708853127
4/4/2002,112.5999985,113.4000015,112.2300034,112.6699982,23549000,1.559835164183197,113.76799925999998,114.16199950000001,115.372499085,113.152199398,113.976599881,41.05802870502481,-0.06937961601508391,0.3703822240313336,13.705592206290609
4/5/2002,113.1900024,113.6299973,112.1800003,112.6900024,19404900,1.5498498453315996,113.40200042,113.90199965,115.18199920499998,113.14139937799999,113.97749991999999,41.18781429200255,-0.18777997116771417,0.25874978498847195,12.06685184965468
4/8/2002,111.3199997,113.0299988,111.2300034,112.9300003,16470100,1.5725904148938699,113.07400054,113.69099959,114.97899932499999,113.128399348,113.97959991100001,42.81470038591673,-0.2592592099667286,0.15514798599516585,14.917178686197687
4/9/2002,113.1800003,113.1800003,111.9300003,112.1399994,15122700,1.5432639378134663,112.71399993999998,113.54399946999999,114.7239994,113.10019927399999,113.980699917,38.991199055343806,-0.37532525845864484,0.04905333710254728,17.540372097848714
4/10/2002,112.0999985,113.5400009,112.0899963,113.4100037,17199300,1.534785796292117,112.76800080000001,113.45800018,114.535999675,113.09119933599999,113.969299923,47.16057216377414,-0.3606745352209799,-0.03289223736330526,29.80247969697227
4/11/2002,112.8899994,113.0500031,110.5,110.5899963,25453700,1.6598058725176912,112.35200042,113.05999984,114.26349944500001,113.097399286,113.92859984900001,35.722200864719824,-0.5700385421829708,-0.1403214983284414,21.649378797641877
4/12/2002,111.0199966,111.6500015,110.0400009,111.4199982,14950600,1.6552781116866166,112.09799957999999,112.75,114.04049949,113.088399196,113.89409980399999,40.31094016534384,-0.66136435040832,-0.24453006874535071,24.007533621468085
4/15/2002,111.6200027,111.8600006,110.1999969,110.5699997,17394900,1.6557077113818683,111.62599946,112.35,113.7364994,113.036199184,113.85619979500001,37.368787843024585,-0.7931837824750687,-0.3542608114920808,11.662544435053277
4/16/2002,111.6999969,113.3199997,111.6699982,113.1999969,15040900,1.755188988030712,111.83799896000001,112.27599945,113.562999335,113.04719909199999,113.830499798,49.62097891202994,-0.677625361329973,-0.4189337214600301,29.493867973874185
4/17/2002,113.3899994,113.6699982,112.5999985,112.9599991,12920100,1.692898961962707,111.74799804,112.25799942,113.338499445,113.109399104,113.81209975799999,48.68502386832393,-0.5985107138550916,-0.4548491199392071,38.45257684922877
4/18/2002,112.9000015,113.4599991,111.1500015,112.4700012,25204800,1.7489989124842578,112.12399902,112.23799971999999,113.19999960999999,113.175399164,113.79639976100002,46.74633177182445,-0.5687932124775301,-0.47763793844695535,51.377308323668444
4/19/2002,113.1999969,113.2399979,112.5599976,112.8799973,10499200,1.6599986041387735,112.41599884,112.25699921,113.07949942999998,113.258999172,113.76839973099999,48.591018579591704,-0.5063225106400182,-0.48337485288558474,52.27490855508221
4/22/2002,112.3799973,112.4300003,110.8399963,111.0,13922900,1.6945443143207632,112.50199889999999,112.06399918,112.877499385,113.31859924,113.71909972799999,41.49337679650771,-0.6015774787845629,-0.5070153780654358,42.962143180409576
4/23/2002,111.0899963,111.4800034,110.1699982,110.5199966,16967000,1.6595861782164982,111.96599884,111.90199890000001,112.72299918499998,113.327199246,113.66999969099999,39.89121238377513,-0.7076422308209231,-0.5471407486166087,31.36190576439175
4/24/2002,110.5599976,111.8099976,109.4000015,109.4100037,18902700,1.7278053237560815,111.25599976000001,111.50199889999999,112.47999954,113.286599272,113.63069976499999,36.39181996177521,-0.87122250764304,-0.6119571004219923,12.159615567693015
4/25/2002,109.2099991,109.7399979,108.7200012,109.4700012,25451500,1.6634590322909897,110.65599976000001,111.38999939,112.224999615,113.25419937000001,113.57669974999999,36.71497727494945,-0.9846691219028116,-0.6864995047182458,9.536266649629404
4/26/2002,109.7900009,110.0100021,107.2900009,107.3899994,19769800,1.7595083921063137,109.55800018,110.98699951,111.86849975499999,113.156599426,113.510099713,30.861280742092248,-1.228254923968521,-0.7948505885684051,5.651047782155794
4/29/2002,107.9300003,108.2600021,106.6299973,106.8600006,17724400,1.7477353302731347,108.7300003,110.61599960000001,111.48299979999999,113.052599486,113.444999692,29.567680592282358,-1.44737997705451,-0.9253564662657264,6.661997172531483
4/30/2002,107.0199966,108.6399994,106.6399994,107.8600006,19473500,1.7706684962427321,108.19800109999998,110.08199997,111.17899971000001,112.99199951,113.370699689,35.09569789154526,-1.522793334922767,-1.0448438399972078,7.435367577946171
5/1/2002,107.9700012,109.25,106.8000031,109.1800003,24575600,1.8324256585620156,108.15200042000001,109.70400009,110.980999755,113.00039947399999,113.288499677,41.61035758682872,-1.459225767729805,-1.1277202255437682,18.986785451500058
5/2/2002,109.0999985,109.9100037,107.7799988,108.7600021,15666800,1.859478330695005,108.01000060000001,109.33300018,110.78549994999999,112.96379959,113.20269973499998,40.22681608857778,-1.4262966405471929,-1.1874355085444763,27.983003524900155
5/3/2002,108.5999985,108.7600021,107.1999969,107.5800018,18185500,1.83225348798782,108.04800107999999,108.80300063,110.52999992,112.94939956399999,113.112899777,36.54980316405488,-1.478373814094624,-1.2456231696545241,26.657251800446062
5/6/2002,107.6399994,107.9899979,105.3099976,105.4700012,23630400,1.9093214125276239,107.7700012,108.25000075,110.156999965,112.8659996,113.023799816,31.079207928573595,-1.6706455386774763,-1.330627643459136,15.221348344047087
5/7/2002,106.0999985,106.3199997,104.9000015,105.0999985,21910000,1.8648374670419496,107.21800077999998,107.70800094,109.80499992,112.738999632,112.93329978599999,30.22488665835087,-1.8317627718792124,-1.4308546691431714,5.914904368844879
5/8/2002,107.0500031,109.3600006,106.7900009,109.0100021,27917400,2.08257978237909,107.18400114,107.66800077999999,109.58499984,112.69479965,112.880599819,46.85136700637401,-1.6252119253637005,-1.4697261203872833,17.843645578470557
5/9/2002,108.6500015,109.0999985,107.5800018,107.75,18085600,2.0314358495757467,106.98200072,107.49600066,109.44300002499999,112.61679961999998,112.83749984299999,43.27291863385727,-1.5453759003050749,-1.4848560763708438,29.821869967168592
5/10/2002,107.9700012,108.0500031,105.5999985,105.7200012,18958900,2.0694875651328863,106.6100006,107.32900084,109.15800017500001,112.508199614,112.76339988200002,38.20940525073159,-1.6271516745074734,-1.5133151959981725,32.99868589162808
5/13/2002,106.2200012,107.9499969,105.7900009,107.8700027,14677700,2.0840792175824876,107.09000089999999,107.43000105000002,109.023000325,112.39079971000001,112.699099878,45.48516191389917,-1.5011685819851266,-1.5108858731955632,30.898893993182337
5/14/2002,109.6200027,110.3700027,109.0,110.2200012,34201200,2.1218902068135814,108.11400144,107.66600111,108.87400054,112.28019973399999,112.65149985599999,52.121249425160826,-1.19789299561468,-1.4482872976793824,50.701944374155936
5/15/2002,109.5,110.9100037,109.2900009,109.7900009,29535300,2.076264069036103,108.2700012,107.72700117,108.71550063,112.168399806,112.59149985600001,50.90028379563338,-0.9809346145018196,-1.3548167610438648,73.8677746847231
5/16/2002,109.6999969,110.4800034,109.3300018,110.3600006,28092000,1.9920583734474007,108.79200132000001,107.88700102,108.6100006,112.04059981799999,112.548599847,52.48909564385795,-0.7543043250765749,-1.2347142738504018,89.82354440108686
5/17/2002,110.6600037,111.25,110.0999985,110.9000015,27823700,1.9155077348815863,109.82800138,108.21900099,108.51100081000001,111.92859984799999,112.508099893,54.007491890119844,-0.5250720607535868,-1.092785831231034,88.90036722258303
5/20/2002,110.6399994,110.6900024,109.4899979,109.6999969,13833800,1.8695528060481952,110.19400021999999,108.64200056,108.446000655,111.782799828,112.457799828,50.17031547257425,-0.43521700063394064,-0.9612720651116118,86.97574845079275
5/21/2002,110.1100006,110.4800034,108.3199997,108.6999969,16877200,1.8959574366784793,109.88999936,109.0020004,108.35500067000001,111.61199980800001,112.391199791,47.16311740461515,-0.43962986960114847,-0.8569436260095168,76.64038975757241
5/22/2002,108.2200012,109.1200027,108.0,108.9400024,15844200,1.8254160874906145,109.71999966000001,108.99500043,108.331500605,111.447399892,112.319999839,47.969203726158945,-0.4189315251513932,-0.7693412058378906,66.35167814081636
5/23/2002,109.2600021,110.3600006,108.4800034,110.0999985,13879800,1.830378007416486,109.66799924,109.23000027999998,108.36300047,111.328599844,112.26099982400001,51.79691538041556,-0.3054056307974804,-0.6765540908298072,68.45142456857796
5/24/2002,109.9800034,110.1999969,108.6100006,108.6900024,11877000,1.8085251224944616,109.22599942,109.52700039999999,108.42800062,111.184799946,112.20489981700001,47.247040845167376,-0.325458523759778,-0.6063349774158006,68.3989599892556
5/28/2002,109.0500031,109.1299973,107.4499969,108.0999985,24236900,1.7968410556322003,108.90599974,109.54999998000001,108.49000051499999,111.013799886,112.13059981399999,45.44803613844331,-0.38452629646849346,-0.5619732412263387,61.94085979500978
5/29/2002,107.6200027,108.0199966,107.1299973,107.3000031,14773300,1.7216737891225462,108.62600098,109.25800016999999,108.46200064,110.826399984,112.035199882,43.05422045790221,-0.4902395803202211,-0.5476265090451151,44.67380416953299
5/30/2002,106.5500031,107.5100021,105.9000015,107.0,18217900,1.711521680172474,108.2380005,108.97900007999999,108.353000625,110.617400046,111.928999855,42.15746705947881,-0.5914084306743774,-0.5563828933709676,33.038375299546374
5/31/2002,107.4000015,108.5599976,106.8499985,107.2200012,19826300,1.7113832637826474,107.66200103999999,108.66500014,108.27600058,110.457000112,111.83329985799999,43.09352551840212,-0.6463821481089695,-0.5743827443185681,27.019278679103866
6/3/2002,107.0899963,107.5999985,104.1299973,104.3700027,26056300,1.8712576326574173,106.7980011,108.01200026,108.11550062500001,110.23860014799999,111.711799919,35.156383844494044,-0.9094365286260455,-0.6413935011800638,18.11337603851715
6/4/2002,104.1500015,105.1999969,103.5500031,104.6299973,25856200,1.8511427375170895,106.10400086,107.5050003,108.07350043,110.030400076,111.602399895,36.30886927990004,-1.084429027984811,-0.7300006065410135,14.529083810486924
6/5/2002,104.9499969,105.6699982,104.3499985,105.6100006,19695900,1.802857004078861,105.76600035999999,107.19600066999999,108.099000535,109.87040007599998,111.49769988300001,40.594757923050054,-1.1309964370369556,-0.8101997726402022,14.716663495286426
6/6/2002,105.5400009,105.5999985,103.1500015,103.4599991,22998500,1.862597197715665,105.05800018,106.64800034,107.82150038500001,109.65420012600002,111.38289985,35.0261102353315,-1.3261019210652165,-0.9133802023252054,14.868753659170101
6/7/2002,101.7799988,103.9199982,101.7200012,103.3399963,24011600,1.8932699084605022,104.28199920000002,105.97200011999999,107.6010002,109.42960005799999,111.27409980099999,34.73966427408955,-1.4734229287160616,-1.0253887476033767,16.213500085236536
6/10/2002,103.2399979,104.4599991,103.0199966,103.7399979,18759900,1.8520637786523413,104.15599824,105.47699967000001,107.502000035,109.214000084,111.159999765,36.600848116851054,-1.5401452933002702,-1.1283400567427555,14.982197489141456
6/11/2002,104.1299973,104.5400009,101.7300034,101.9599991,19990700,1.9391486658047525,103.62199860000001,104.86299973,107.20649985499999,108.961800072,111.05139975899999,32.199981048680854,-1.7168632129501873,-1.246044687984242,14.63240485320686
6/12/2002,101.7099991,102.8099976,100.7799988,102.5800018,31266000,1.947407769205995,103.01599884,104.39099960000001,106.824499885,108.73460006,110.940499795,35.1259948296764,-1.7862931627404208,-1.3540943829354777,14.875414256116613
6/13/2002,102.1299973,103.0,101.3399963,101.5500031,21043900,1.921280125709463,102.63399964,103.84599991,106.412499995,108.50280013400001,110.82449981099998,32.60830322357346,-1.9024983021758857,-1.4637751667835592,9.913690153652176
6/14/2002,100.3099976,101.5599976,98.5,101.4000015,39267500,2.0247998991302936,102.24600068,103.26399994,105.96450004,108.27740020000002,110.71479979899999,32.24581726701338,-1.9838272502579315,-1.567785583478434,18.08153907805689
6/17/2002,101.9199982,104.3399963,101.8499985,104.1200027,17647200,2.107999437787411,102.32200164000001,103.23899994000001,105.6255001,108.106000206,110.62369979200001,44.330567218253265,-1.8079587805949444,-1.6158202229017362,30.44009889963881
6/18/2002,103.7399979,105.0299988,103.6299973,104.9700012,21628500,2.0436359873403003,102.92400205999999,103.27300032999999,105.389000315,107.946800224,110.53759978600002,47.482927271373875,-1.581760466845978,-1.6090082716905847,49.153431439338796
6/19/2002,103.5,104.4300003,102.2399979,102.5199966,21540700,2.106033017136424,102.91200102,102.96399993,105.08000030000001,107.75440016800002,110.427299721,40.38443026745133,-1.5819556573364224,-1.6035977488197524,53.37973606143469
6/20/2002,102.2600021,103.0500031,100.9599991,101.2099991,25691000,2.104575833731246,102.84400022,102.73899993,104.693500135,107.51040007600001,110.30079970599999,37.183559566622975,-1.6685817686583135,-1.6165945527874646,44.68485722782498
6/21/2002,100.4700012,100.9300003,98.68000031,99.27999878,31190700,2.143250648640563,102.419999676,102.33300017799999,104.152500149,107.2842001256,110.1907997058,33.02988191876295,-1.871396115408345,-1.6675548653116408,26.873025302375225
6/24/2002,98.61000061,100.6900024,97.25,99.80000305,37169700,2.2611371734396473,101.555999746,101.939000693,103.70800018150001,107.05180022260001,110.0700997093,35.13241936701873,-1.9674879871391795,-1.7275414896771486,23.647979976492802
6/25/2002,100.3000031,100.8899994,97.54000092,97.55999756,33355000,2.3601245664323094,100.07399901800001,101.499000539,103.18100013450001,106.79160017980001,109.91389968189998,30.666115219672065,-2.1990419467936704,-1.8218415811004534,14.95875714206961
6/26/2002,95.19999695,98.15000153,95.19000244,97.72000122,37913600,2.414658614774203,99.113999942,101.01300048099999,102.7020000405,106.48200026620002,109.76459967910002,31.337582483408184,-2.3426347373562066,-1.9260002123516042,19.903001283070164
6/27/2002,98.5,99.48999786,96.56999969,99.43000031,31616400,2.460598574910595,98.758000184,100.801000202,102.323500056,106.2114002904,109.66039969719999,38.22337786959538,-2.292029381845552,-1.999206046250394,24.17111690326188
6/28/2002,99.23999786,100.5,98.87999725,98.95999908,28184200,2.384180771783416,98.694000244,100.55699996000001,101.91049995,105.941200248,109.558299706,37.121463340197735,-2.2637542803845747,-2.0521156930772304,35.70459752351642
7/1/2002,99.18000031,99.80000305,96.88999939,97.02999878,20270200,2.4319828530209007,98.13999939,99.847999568,101.54349975400001,105.6242002776,109.4415997248,32.9241063591635,-2.3697637433532037,-2.115645303132425,33.36719001929928
7/2/2002,96.86000061,97.19999695,94.76999664,94.97000122,34213900,2.4318026218355007,97.622000122,98.84799957,101.06049995000001,105.30360030199999,109.31109977099999,29.13713764223975,-2.5901439775885677,-2.2105450380236538,19.6538356127073
7/3/2002,94.62000275,95.83999634,93.72000122,95.51000214,30565800,2.4034564850646083,97.18000030599998,98.147000124,100.555500027,105.0034004128,109.1652998294,31.365732885921886,-2.6902122569169507,-2.3064784818023134,12.158410745375042
7/5/2002,96.77999878,99.52999878,96.66000366,99.30999756,19013500,2.55041468210082,97.155999756,97.95699997,100.34799995,104.80140029,109.043999781,44.57531303445122,-2.434822174971032,-2.3321472204360574,22.400447031103194
7/8/2002,98.98000336,99.69999695,97.55999756,98.06999969,19118600,2.513104200739245,96.977999878,97.83600006100001,100.0845001195,104.5734002598,108.91379981489999,41.75145915042931,-2.3059001556073184,-2.3268978074703095,34.571170762944284
7/9/2002,97.73000336,98.33999634,95.01000214,95.59999847,28620400,2.5873669284179406,96.69199981599999,97.415999603,99.67750014800001,104.33760024120002,108.7470998336,36.756389216618295,-2.3756519039363013,-2.336648626763508,35.146820902420934
7/10/2002,96.0,96.06999969,92.04000092,92.12000275,50522500,2.7185152784123323,96.122000122,96.872000122,99.1855003305,104.0428002842,108.54769988510002,31.109280957498527,-2.6808341953638433,-2.4054857404835754,18.913941928098716
7/11/2002,91.76000214,93.34999847,90.31999969,92.87000275,59476500,2.746831960523957,95.594000244,96.387000275,98.700000378,103.74300032720001,108.3674999186,33.481226647274056,-2.829557262563739,-2.4903000448996084,14.104750111469244
7/12/2002,93.33000183,93.88999939,91.51999664,91.84999847,39018600,2.7125747594032417,94.102000426,95.629000091,98.21500014649999,103.39640029060001,108.1983998823,31.873898244774566,-2.9952003656394766,-2.5912801090475823,13.078501420348344
7/15/2002,91.63999939,92.40000153,87.88999939,92.33999634,77317200,2.8759772492595106,92.95599975600001,94.966999817,97.7619998885,103.06800017540002,108.0158998827,33.52486885591482,-3.0517562437736956,-2.6833753359928054,24.246540451936994
7/16/2002,91.12000275,92.37999725,89.87000275,90.55999756,53282400,2.8427060901042895,91.94799957400001,94.319999695,97.0839996315,102.7276000906,107.8384998273,30.62174273757286,-3.2032827395359504,-2.787356816701435,23.293106598327782
7/17/2002,92.45999908,93.30000305,89.75,90.73999786,48880600,2.907005813962433,91.671998596,93.89699935899999,96.37249946450001,102.43300002379999,107.6494998119,31.269905333301523,-3.271136435521157,-2.8841127404653797,26.00183296630618
7/18/2002,90.69999695,91.09999847,87.75,87.80000305,32656700,2.947277873733887,90.65799865599999,93.12599945,95.636499787,102.0870001148,107.41299987339998,26.856550664448136,-3.5215497263807833,-3.0116001376484607,14.722311313444274
7/19/2002,86.76000214,87.55000305,84.30000305,84.70999908,77572600,2.9975253399074346,89.22999877800001,91.665999602,94.811499786,101.6010000544,107.14789985219998,23.157200245471884,-3.9241068693878987,-3.1941014839963486,8.546137821723116
7/22/2002,84.09999847,85.91000366,81.44999695,82.19999695,78134000,3.1304781920932943,87.2019989,90.078999328,93.9574996945,101.08999999340001,106.8533998067,20.66690715839134,-4.395009543997574,-3.4342830959965944,2.38230183427633
7/23/2002,82.55000305,83.23999786,79.75,79.94999695,74484100,3.16316179834692,85.07999877799999,88.513999176,92.96499938950001,100.57459990839999,106.5413997612,18.72317256753294,-4.8933519680904,-3.7260968704153554,2.5857386164073057
7/24/2002,78.12999725,85.12000275,77.68000031,84.72000122,107022800,3.5519654939109335,83.87599945000001,87.773999023,92.3229995725,100.11159987879999,106.2511997944,33.090342126561424,-4.8475133658737946,-3.9503801695070435,12.361008231993125
7/25/2002,84.26999664,85.84999847,81.59999847,84.0,87176600,3.615423176411498,83.11599884,86.886998748,91.6369995115,99.5871998548,105.9336997944,32.1660663408484,-4.813793602856833,-4.123062856177002,20.558206457107357
7/26/2002,84.65000153,85.93000031,83.80000305,85.59999847,41206800,3.480384456488494,83.293998718,86.26199874800001,90.9454994195,99.1033998062,105.6358998061,36.41633968878547,-4.604881741839151,-4.219426633309432,33.00235781931022
7/29/2002,87.5,90.33999634,87.30000305,89.76999664,53492900,3.594894766999851,84.80799865600001,86.004998778,90.4859992975,98.69159972700001,105.36609977250001,45.92589446008128,-4.056077669395393,-4.186756840526624,44.259454139059585
7/30/2002,89.31999969,91.40000153,88.72000122,90.94000244,47532200,3.5117225435093644,87.005999754,86.04299926600001,90.1814994805,98.2923997458,105.1104997969,48.26389816639603,-3.4865460713796494,-4.0467146866972294,61.9595178901144
7/31/2002,90.48999786,91.55000305,89.25,91.16000366,44669900,3.4015662257648565,88.294000242,86.084999846,89.9909996025,97.921599881,104.85219985450001,48.71293857563451,-2.983049183797931,-3.83398158611737,76.90072598251014
8/1/2002,90.87999725,91.34999847,88.33000183,88.77999878,66571900,3.366878081560688,89.24999999799999,86.182999419,89.65449943450001,97.5231999186,104.5675998633,44.23951968765786,-2.7444346313174464,-3.6160721951573853,78.6742207600828
8/2/2002,88.5,88.91000366,85.62000275,86.79000092,51772900,3.3598892477744347,89.488000488,86.390999603,89.0284996025,97.080199889,104.2637998905,40.86073255298225,-2.68495655919304,-3.4298490679645166,70.84798141246694
8/5/2002,86.48999786,86.93000031,83.55000305,83.76999664,47191300,3.361717248887754,88.288000488,86.54799957200001,88.31349945,96.55359985179999,103.9410998479,36.32640878712441,-2.848671145046154,-3.313613483380844,56.12460690686581
8/6/2002,85.23000336,87.90000153,85.11000061,86.58999634,64730000,3.4315615799641073,87.41799926799999,87.211999511,87.86299934350001,96.1115997306,103.6481998383,42.718552752895135,-2.719516838298574,-3.1947941543643905,53.850142376088314
8/7/2002,87.87000275,88.5,85.76999664,88.09999847,43289400,3.3677835599124575,86.80599823,87.549999236,87.6619991295,95.71159973,103.362699808,45.853094277256226,-2.4668799161844817,-3.049211306728409,59.451304562588426
8/8/2002,88.41999817,91.09999847,87.80000305,90.94999695,48339800,3.3616210017337744,87.239997864,88.24499893100001,87.5659988395,95.384599607,103.1054997955,51.272884760954476,-2.013482116552467,-2.842065468693221,78.34651379456038
